America/Juneau	America/Juneau	57c22a45a247487ee89cad60bb7618b56fdae1590dc23c790c2bd05e915d600a
America/Kentucky/Louisville	America/Kentucky/Louisville	cd2d924b9ef70fd4e6419156b52c9121537765754dff61695416eda9014ccca5
America/Kentucky/Monticello	America/Kentucky/Monticello	e78a2bda843d6d26ccf627d1a0e8d5ed48d117cde34923eec5f19e5c7d2722a9
America/Knox_IN	America/Indiana/Knox	2890b35dcb7c093308b552d82d8781a8ce9a4fa6f9de058283a6836ec1f9f282
America/Kralendijk	America/Kralendijk	abbe8628dd5487c889db816ce3a5077bbb47f6bafafeb9411d92d6ef2f70ce8d
America/La_Paz	America/La_Paz	da2601c677341c8c00ce5c7e437008f4b6f4188f3b558dbbf6819cae8059495b
America/Lima	America/Lima	eef363461c732fe5f89326daf8d9335d8340384f9caaa717bf35d3a9c4d70616
America/Los_Angeles	America/Los_Angeles	200d05754f6d83a371cf408d7085125797657b3b0bebeba1e508cffe86a3e5c8
America/Louisville	America/Kentucky/Louisville	cd2d924b9ef70fd4e6419156b52c9121537765754dff61695416eda9014ccca5
America/Lower_Princes	America/Lower_Princes	abbe8628dd5487c889db816ce3a5077bbb47f6bafafeb9411d92d6ef2f70ce8d
America/Maceio	America/Maceio	752560d1d1de753f70d503b617502f5a87a5e3f87cc26b984b882e11a2fee4a9
America/Managua	America/Managua	658b28c8dfc6225c00229223d6ca634033d6190f641594a2a6351b3bc71a19fc
America/Manaus	America/Manaus	f6482b869af207de18395a2c8499628a20d27fd9b08dbdce6705f41eeb0d46b9
America/Marigot	America/Marigot	abbe8628dd5487c889db816ce3a5077bbb47f6bafafeb9411d92d6ef2f70ce8d
America/Martinique	America/Martinique	9b7ac2e8ca2073a71cd5af5727c14f21885969214d758931699fa97c7846dd7e
America/Matamoros	America/Matamoros	2b1800306904ed326eba0f5bc85b13dca37cdfa5f73b25eaefbbfeb45a4b56f7
